11 lacos para encontrar - Nome da Cidade: Alta Floresta D'Oeste, ID da Cidade: 15, ID do UF: 11, UF: RO, Populacao: 22516
10 lacos para encontrar - Nome da Cidade: Pio IX, ID da Cidade: 8205, ID do UF: 22, UF: PI, Populacao: 18492
10 lacos para encontrar - Nome da Cidade: Piracuruca, ID da Cidade: 8304, ID do UF: 22, UF: PI, Populacao: 28952
12 lacos para encontrar - Nome da Cidade: Piripiri, ID da Cidade: 8403, ID do UF: 22, UF: PI, Populacao: 63829
12 lacos para encontrar - Nome da Cidade: Porto, ID da Cidade: 8502, ID do UF: 22, UF: PI, Populacao: 12646
10 lacos para encontrar - Nome da Cidade: Porto Alegre do Piauí, ID da Cidade: 8551, ID do UF: 22, UF: PI, Populacao: 2728
8 lacos para encontrar - Nome da Cidade: Prata do Piauí, ID da Cidade: 8601, ID do UF: 22, UF: PI, Populacao: 3149
11 lacos para encontrar - Nome da Cidade: Queimada Nova, ID da Cidade: 8650, ID do UF: 22, UF: PI, Populacao: 9041
10 lacos para encontrar - Nome da Cidade: Redenção do Gurguéia, ID da Cidade: 8700, ID do UF: 22, UF: PI, Populacao: 8814
8 lacos para encontrar - Nome da Cidade: Regeneração, ID da Cidade: 8809, ID do UF: 22, UF: PI, Populacao: 17979
12 lacos para encontrar - Nome da Cidade: Riacho Frio, ID da Cidade: 8858, ID do UF: 22, UF: PI, Populacao: 4306
13 lacos para encontrar - Nome da Cidade: Ribeira do Piauí, ID da Cidade: 8874, ID do UF: 22, UF: PI, Populacao: 4499
10 lacos para encontrar - Nome da Cidade: Ribeiro Gonçalves, ID da Cidade: 8908, ID do UF: 22, UF: PI, Populacao: 7408
9 lacos para encontrar - Nome da Cidade: Rio Grande do Piauí, ID da Cidade: 9005, ID do UF: 22, UF: PI, Populacao: 6434
10 lacos para encontrar - Nome da Cidade: Santa Cruz do Piauí, ID da Cidade: 9104, ID do UF: 22, UF: PI, Populacao: 6254
10 lacos para encontrar - Nome da Cidade: Santa Cruz dos Milagres, ID da Cidade: 9153, ID do UF: 22, UF: PI, Populacao: 4046
12 lacos para encontrar - Nome da Cidade: Santa Filomena, ID da Cidade: 9203, ID do UF: 22, UF: PI, Populacao: 6256
8 lacos para encontrar - Nome da Cidade: Santa Luz, ID da Cidade: 9302, ID do UF: 22, UF: PI, Populacao: 5903
11 lacos para encontrar - Nome da Cidade: Santana do Piauí, ID da Cidade: 9351, ID do UF: 22, UF: PI, Populacao: 465
13 lacos para encontrar - Nome da Cidade: Santa Rosa do Piauí, ID da Cidade: 9377, ID do UF: 22, UF: PI, Populacao: 5254
11 lacos para encontrar - Nome da Cidade: Santo Antônio de Lisboa, ID da Cidade: 9401, ID do UF: 22, UF: PI, Populacao: 6466
13 lacos para encontrar - Nome da Cidade: Santo Antônio dos Milagres, ID da Cidade: 9450, ID do UF: 22, UF: PI, Populacao: 2172
11 lacos para encontrar - Nome da Cidade: Santo Inácio do Piauí, ID da Cidade: 9500, ID do UF: 22, UF: PI, Populacao: 3809
13 lacos para encontrar - Nome da Cidade: São Braz do Piauí, ID da Cidade: 9559, ID do UF: 22, UF: PI, Populacao: 4454
11 lacos para encontrar - Nome da Cidade: São Félix do Piauí, ID da Cidade: 9609, ID do UF: 22, UF: PI, Populacao: 2923
10 lacos para encontrar - Nome da Cidade: São Francisco de Assis do Piauí, ID da Cidade: 9658, ID do UF: 22, UF: PI, Populacao: 5801
10 lacos para encontrar - Nome da Cidade: São Francisco do Piauí, ID da Cidade: 9708, ID do UF: 22, UF: PI, Populacao: 6417
12 lacos para encontrar - Nome da Cidade: São Gonçalo do Gurguéia, ID da Cidade: 9757, ID do UF: 22, UF: PI, Populacao: 3071
11 lacos para encontrar - Nome da Cidade: São Gonçalo do Piauí, ID da Cidade: 9807, ID do UF: 22, UF: PI, Populacao: 5044
10 lacos para encontrar - Nome da Cidade: São João da Canabrava, ID da Cidade: 9856, ID do UF: 22, UF: PI, Populacao: 4619
12 lacos para encontrar - Nome da Cidade: São João da Fronteira, ID da Cidade: 9872, ID do UF: 22, UF: PI, Populacao: 6084
11 lacos para encontrar - Nome da Cidade: São João da Serra, ID da Cidade: 9906, ID do UF: 22, UF: PI, Populacao: 6106
12 lacos para encontrar - Nome da Cidade: São João da Varjota, ID da Cidade: 9955, ID do UF: 22, UF: PI, Populacao: 4856
12 lacos para encontrar - Nome da Cidade: São João do Arraial, ID da Cidade: 9971, ID do UF: 22, UF: PI, Populacao: 8085
11 lacos para encontrar - Nome da Cidade: São João do Piauí, ID da Cidade: 10003, ID do UF: 22, UF: PI, Populacao: 2072
12 lacos para encontrar - Nome da Cidade: São José do Divino, ID da Cidade: 10052, ID do UF: 22, UF: PI, Populacao: 5361
10 lacos para encontrar - Nome da Cidade: São José do Peixe, ID da Cidade: 10102, ID do UF: 22, UF: PI, Populacao: 3737
12 lacos para encontrar - Nome da Cidade: São José do Piauí, ID da Cidade: 10201, ID do UF: 22, UF: PI, Populacao: 6696
11 lacos para encontrar - Nome da Cidade: São Julião, ID da Cidade: 10300, ID do UF: 22, UF: PI, Populacao: 6379
13 lacos para encontrar - Nome da Cidade: São Lourenço do Piauí, ID da Cidade: 10359, ID do UF: 22, UF: PI, Populacao: 4581
12 lacos para encontrar - Nome da Cidade: São Luis do Piauí, ID da Cidade: 10375, ID do UF: 22, UF: PI, Populacao: 2648
13 lacos para encontrar - Nome da Cidade: São Miguel da Baixa Grande, ID da Cidade: 10383, ID do UF: 22, UF: PI, Populacao: 2456
11 lacos para encontrar - Nome da Cidade: São Miguel do Fidalgo, ID da Cidade: 10391, ID do UF: 22, UF: PI, Populacao: 3037
9 lacos para encontrar - Nome da Cidade: São Miguel do Tapuio, ID da Cidade: 10409, ID do UF: 22, UF: PI, Populacao: 17617
11 lacos para encontrar - Nome da Cidade: São Pedro do Piauí, ID da Cidade: 10508, ID do UF: 22, UF: PI, Populacao: 14356
11 lacos para encontrar - Nome da Cidade: São Raimundo Nonato, ID da Cidade: 10607, ID do UF: 22, UF: PI, Populacao: 35035
11 lacos para encontrar - Nome da Cidade: Sebastião Barros, ID da Cidade: 10623, ID do UF: 22, UF: PI, Populacao: 3434
12 lacos para encontrar - Nome da Cidade: Sebastião Leal, ID da Cidade: 10631, ID do UF: 22, UF: PI, Populacao: 4311
10 lacos para encontrar - Nome da Cidade: Sigefredo Pacheco, ID da Cidade: 10656, ID do UF: 22, UF: PI, Populacao: 10074
10 lacos para encontrar - Nome da Cidade: Simões, ID da Cidade: 10706, ID do UF: 22, UF: PI, Populacao: 14664
9 lacos para encontrar - Nome da Cidade: Simplício Mendes, ID da Cidade: 10805, ID do UF: 22, UF: PI, Populacao: 12778
11 lacos para encontrar - Nome da Cidade: Socorro do Piauí, ID da Cidade: 10904, ID do UF: 22, UF: PI, Populacao: 4557
10 lacos para encontrar - Nome da Cidade: Sussuapara, ID da Cidade: 10938, ID do UF: 22, UF: PI, Populacao: 6801
11 lacos para encontrar - Nome da Cidade: Tamboril do Piauí, ID da Cidade: 10953, ID do UF: 22, UF: PI, Populacao: 2939
12 lacos para encontrar - Nome da Cidade: Tanque do Piauí, ID da Cidade: 10979, ID do UF: 22, UF: PI, Populacao: 2781
8 lacos para encontrar - Nome da Cidade: Teresina, ID da Cidade: 11001, ID do UF: 22, UF: PI, Populacao: 871126
11 lacos para encontrar - Nome da Cidade: União, ID da Cidade: 11100, ID do UF: 22, UF: PI, Populacao: 44649
11 lacos para encontrar - Nome da Cidade: Uruçuí, ID da Cidade: 11209, ID do UF: 22, UF: PI, Populacao: 21746
12 lacos para encontrar - Nome da Cidade: Valença do Piauí, ID da Cidade: 11308, ID do UF: 22, UF: PI, Populacao: 2094
12 lacos para encontrar - Nome da Cidade: Várzea Branca, ID da Cidade: 11357, ID do UF: 22, UF: PI, Populacao: 493
11 lacos para encontrar - Nome da Cidade: Várzea Grande, ID da Cidade: 11407, ID do UF: 22, UF: PI, Populacao: 4382
10 lacos para encontrar - Nome da Cidade: Vera Mendes, ID da Cidade: 11506, ID do UF: 22, UF: PI, Populacao: 3082
11 lacos para encontrar - Nome da Cidade: Vila Nova do Piauí, ID da Cidade: 11605, ID do UF: 22, UF: PI, Populacao: 2935
11 lacos para encontrar - Nome da Cidade: Wall Ferraz, ID da Cidade: 11704, ID do UF: 22, UF: PI, Populacao: 4479
11 lacos para encontrar - Nome da Cidade: Abaiara, ID da Cidade: 101, ID do UF: 23, UF: CE, Populacao: 11965
10 lacos para encontrar - Nome da Cidade: Acarape, ID da Cidade: 150, ID do UF: 23, UF: CE, Populacao: 1514
12 lacos para encontrar - Nome da Cidade: Acaraú, ID da Cidade: 200, ID do UF: 23, UF: CE, Populacao: 63556
12 lacos para encontrar - Nome da Cidade: Acopiara, ID da Cidade: 309, ID do UF: 23, UF: CE, Populacao: 54687
5 lacos para encontrar - Nome da Cidade: Aiuaba, ID da Cidade: 408, ID do UF: 23, UF: CE, Populacao: 17584
12 lacos para encontrar - Nome da Cidade: Alcântaras, ID da Cidade: 507, ID do UF: 23, UF: CE, Populacao: 11846
11 lacos para encontrar - Nome da Cidade: Altaneira, ID da Cidade: 606, ID do UF: 23, UF: CE, Populacao: 7712
11 lacos para encontrar - Nome da Cidade: Alto Santo, ID da Cidade: 705, ID do UF: 23, UF: CE, Populacao: 16077
11 lacos para encontrar - Nome da Cidade: Amontada, ID da Cidade: 754, ID do UF: 23, UF: CE, Populacao: 44195
9 lacos para encontrar - Nome da Cidade: Antonina do Norte, ID da Cidade: 804, ID do UF: 23, UF: CE, Populacao: 7402
12 lacos para encontrar - Nome da Cidade: Apuiarés, ID da Cidade: 903, ID do UF: 23, UF: CE, Populacao: 14742
12 lacos para encontrar - Nome da Cidade: Aquiraz, ID da Cidade: 1000, ID do UF: 23, UF: CE, Populacao: 81581
12 lacos para encontrar - Nome da Cidade: Aracati, ID da Cidade: 1109, ID do UF: 23, UF: CE, Populacao: 75392
11 lacos para encontrar - Nome da Cidade: Aracoiaba, ID da Cidade: 1208, ID do UF: 23, UF: CE, Populacao: 266
10 lacos para encontrar - Nome da Cidade: Ararendá, ID da Cidade: 1257, ID do UF: 23, UF: CE, Populacao: 10983
11 lacos para encontrar - Nome da Cidade: Araripe, ID da Cidade: 1307, ID do UF: 23, UF: CE, Populacao: 21707
12 lacos para encontrar - Nome da Cidade: Aratuba, ID da Cidade: 1406, ID do UF: 23, UF: CE, Populacao: 11759
12 lacos para encontrar - Nome da Cidade: Arneiroz, ID da Cidade: 1505, ID do UF: 23, UF: CE, Populacao: 7848
11 lacos para encontrar - Nome da Cidade: Assaré, ID da Cidade: 1604, ID do UF: 23, UF: CE, Populacao: 23537
11 lacos para encontrar - Nome da Cidade: Aurora, ID da Cidade: 1703, ID do UF: 23, UF: CE, Populacao: 24567
12 lacos para encontrar - Nome da Cidade: Baixio, ID da Cidade: 1802, ID do UF: 23, UF: CE, Populacao: 6318
12 lacos para encontrar - Nome da Cidade: Banabuiú, ID da Cidade: 1851, ID do UF: 23, UF: CE, Populacao: 18313
11 lacos para encontrar - Nome da Cidade: Barbalha, ID da Cidade: 1901, ID do UF: 23, UF: CE, Populacao: 61662
8 lacos para encontrar - Nome da Cidade: Barreira, ID da Cidade: 1950, ID do UF: 23, UF: CE, Populacao: 22715
11 lacos para encontrar - Nome da Cidade: Barro, ID da Cidade: 2008, ID do UF: 23, UF: CE, Populacao: 22834
12 lacos para encontrar - Nome da Cidade: Barroquinha, ID da Cidade: 2057, ID do UF: 23, UF: CE, Populacao: 15069
12 lacos para encontrar - Nome da Cidade: Baturité, ID da Cidade: 2107, ID do UF: 23, UF: CE, Populacao: 36127
8 lacos para encontrar - Nome da Cidade: Beberibe, ID da Cidade: 2206, ID do UF: 23, UF: CE, Populacao: 54315
10 lacos para encontrar - Nome da Cidade: Bela Cruz, ID da Cidade: 2305, ID do UF: 23, UF: CE, Populacao: 32851
11 lacos para encontrar - Nome da Cidade: Boa Viagem, ID da Cidade: 2404, ID do UF: 23, UF: CE, Populacao: 5468
11 lacos para encontrar - Nome da Cidade: Brejo Santo, ID da Cidade: 2503, ID do UF: 23, UF: CE, Populacao: 50195
12 lacos para encontrar - Nome da Cidade: Camocim, ID da Cidade: 2602, ID do UF: 23, UF: CE, Populacao: 64147
11 lacos para encontrar - Nome da Cidade: Campos Sales, ID da Cidade: 2701, ID do UF: 23, UF: CE, Populacao: 27513
11 lacos para encontrar - Nome da Cidade: Canindé, ID da Cidade: 2800, ID do UF: 23, UF: CE, Populacao: 77484
11 lacos para encontrar - Nome da Cidade: Capistrano, ID da Cidade: 2909, ID do UF: 23, UF: CE, Populacao: 1783
10 lacos para encontrar - Nome da Cidade: Caridade, ID da Cidade: 3006, ID do UF: 23, UF: CE, Populacao: 23011
11 lacos para encontrar - Nome da Cidade: Cariré, ID da Cidade: 3105, ID do UF: 23, UF: CE, Populacao: 1847
7 lacos para encontrar - Nome da Cidade: Caririaçu, ID da Cidade: 3204, ID do UF: 23, UF: CE, Populacao: 27008
12 lacos para encontrar - Nome da Cidade: Cariús, ID da Cidade: 3303, ID do UF: 23, UF: CE, Populacao: 187
11 lacos para encontrar - Nome da Cidade: Carnaubal, ID da Cidade: 3402, ID do UF: 23, UF: CE, Populacao: 17763
12 lacos para encontrar - Nome da Cidade: Cascavel, ID da Cidade: 3501, ID do UF: 23, UF: CE, Populacao: 72706
12 lacos para encontrar - Nome da Cidade: Catarina, ID da Cidade: 3600, ID do UF: 23, UF: CE, Populacao: 21041
10 lacos para encontrar - Nome da Cidade: Catunda, ID da Cidade: 3659, ID do UF: 23, UF: CE, Populacao: 1041
10 lacos para encontrar - Nome da Cidade: Caucaia, ID da Cidade: 3709, ID do UF: 23, UF: CE, Populacao: 368918
12 lacos para encontrar - Nome da Cidade: Cedro, ID da Cidade: 3808, ID do UF: 23, UF: CE, Populacao: 25612
12 lacos para encontrar - Nome da Cidade: Chaval, ID da Cidade: 3907, ID do UF: 23, UF: CE, Populacao: 13112
11 lacos para encontrar - Nome da Cidade: Choró, ID da Cidade: 3931, ID do UF: 23, UF: CE, Populacao: 13608
11 lacos para encontrar - Nome da Cidade: Chorozinho, ID da Cidade: 3956, ID do UF: 23, UF: CE, Populacao: 20286
8 lacos para encontrar - Nome da Cidade: Coreaú, ID da Cidade: 4004, ID do UF: 23, UF: CE, Populacao: 2334
11 lacos para encontrar - Nome da Cidade: Crateús, ID da Cidade: 4103, ID do UF: 23, UF: CE, Populacao: 75241
10 lacos para encontrar - Nome da Cidade: Crato, ID da Cidade: 4202, ID do UF: 23, UF: CE, Populacao: 133913
12 lacos para encontrar - Nome da Cidade: Croatá, ID da Cidade: 4236, ID do UF: 23, UF: CE, Populacao: 18201
11 lacos para encontrar - Nome da Cidade: Cruz, ID da Cidade: 4251, ID do UF: 23, UF: CE, Populacao: 25121
12 lacos para encontrar - Nome da Cidade: Deputado Irapuan Pinheiro, ID da Cidade: 4269, ID do UF: 23, UF: CE, Populacao: 9698
13 lacos para encontrar - Nome da Cidade: Ereré, ID da Cidade: 4277, ID do UF: 23, UF: CE, Populacao: 7254
11 lacos para encontrar - Nome da Cidade: Eusébio, ID da Cidade: 4285, ID do UF: 23, UF: CE, Populacao: 55035
11 lacos para encontrar - Nome da Cidade: Farias Brito, ID da Cidade: 4301, ID do UF: 23, UF: CE, Populacao: 1933
11 lacos para encontrar - Nome da Cidade: Forquilha, ID da Cidade: 4350, ID do UF: 23, UF: CE, Populacao: 2468
11 lacos para encontrar - Nome da Cidade: Fortaleza, ID da Cidade: 4400, ID do UF: 23, UF: CE, Populacao: 2703391
12 lacos para encontrar - Nome da Cidade: Fortim, ID da Cidade: 4459, ID do UF: 23, UF: CE, Populacao: 16776
10 lacos para encontrar - Nome da Cidade: Frecheirinha, ID da Cidade: 4509, ID do UF: 23, UF: CE, Populacao: 14195
9 lacos para encontrar - Nome da Cidade: General Sampaio, ID da Cidade: 4608, ID do UF: 23, UF: CE, Populacao: 7767
12 lacos para encontrar - Nome da Cidade: Graça, ID da Cidade: 4657, ID do UF: 23, UF: CE, Populacao: 14415
11 lacos para encontrar - Nome da Cidade: Granja, ID da Cidade: 4707, ID do UF: 23, UF: CE, Populacao: 5517
6 lacos para encontrar - Nome da Cidade: Granjeiro, ID da Cidade: 4806, ID do UF: 23, UF: CE, Populacao: 4784
11 lacos para encontrar - Nome da Cidade: Groaíras, ID da Cidade: 4905, ID do UF: 23, UF: CE, Populacao: 11219
12 lacos para encontrar - Nome da Cidade: Guaiúba, ID da Cidade: 4954, ID do UF: 23, UF: CE, Populacao: 26508
11 lacos para encontrar - Nome da Cidade: Guaraciaba do Norte, ID da Cidade: 5001, ID do UF: 23, UF: CE, Populacao: 40921
11 lacos para encontrar - Nome da Cidade: Guaramiranga, ID da Cidade: 5100, ID do UF: 23, UF: CE, Populacao: 5073
12 lacos para encontrar - Nome da Cidade: Hidrolândia, ID da Cidade: 5209, ID do UF: 23, UF: CE, Populacao: 20126
11 lacos para encontrar - Nome da Cidade: Horizonte, ID da Cidade: 5233, ID do UF: 23, UF: CE, Populacao: 69688
12 lacos para encontrar - Nome da Cidade: Ibaretama, ID da Cidade: 5266, ID do UF: 23, UF: CE, Populacao: 13385
12 lacos para encontrar - Nome da Cidade: Ibiapina, ID da Cidade: 5308, ID do UF: 23, UF: CE, Populacao: 25165
12 lacos para encontrar - Nome da Cidade: Ibicuitinga, ID da Cidade: 5332, ID do UF: 23, UF: CE, Populacao: 1273
11 lacos para encontrar - Nome da Cidade: Icapuí, ID da Cidade: 5357, ID do UF: 23, UF: CE, Populacao: 20183
12 lacos para encontrar - Nome da Cidade: Icó, ID da Cidade: 5407, ID do UF: 23, UF: CE, Populacao: 68303
11 lacos para encontrar - Nome da Cidade: Iguatu, ID da Cidade: 5506, ID do UF: 23, UF: CE, Populacao: 103633
11 lacos para encontrar - Nome da Cidade: Independência, ID da Cidade: 5605, ID do UF: 23, UF: CE, Populacao: 26196
12 lacos para encontrar - Nome da Cidade: Ipaporanga, ID da Cidade: 5654, ID do UF: 23, UF: CE, Populacao: 11597
10 lacos para encontrar - Nome da Cidade: Ipaumirim, ID da Cidade: 5704, ID do UF: 23, UF: CE, Populacao: 12507
11 lacos para encontrar - Nome da Cidade: Ipu, ID da Cidade: 5803, ID do UF: 23, UF: CE, Populacao: 42148
7 lacos para encontrar - Nome da Cidade: Ipueiras, ID da Cidade: 5902, ID do UF: 23, UF: CE, Populacao: 38064
10 lacos para encontrar - Nome da Cidade: Iracema, ID da Cidade: 6009, ID do UF: 23, UF: CE, Populacao: 14351
12 lacos para encontrar - Nome da Cidade: Irauçuba, ID da Cidade: 6108, ID do UF: 23, UF: CE, Populacao: 2445
7 lacos para encontrar - Nome da Cidade: Itaiçaba, ID da Cidade: 6207, ID do UF: 23, UF: CE, Populacao: 7904
13 lacos para encontrar - Nome da Cidade: Itaitinga, ID da Cidade: 6256, ID do UF: 23, UF: CE, Populacao: 38661
11 lacos para encontrar - Nome da Cidade: Itapajé, ID da Cidade: 6306, ID do UF: 23, UF: CE, Populacao: 53448
12 lacos para encontrar - Nome da Cidade: Itapipoca, ID da Cidade: 6405, ID do UF: 23, UF: CE, Populacao: 131687
10 lacos para encontrar - Nome da Cidade: Itapiúna, ID da Cidade: 6504, ID do UF: 23, UF: CE, Populacao: 20653
12 lacos para encontrar - Nome da Cidade: Itarema, ID da Cidade: 6553, ID do UF: 23, UF: CE, Populacao: 42595
10 lacos para encontrar - Nome da Cidade: Itatira, ID da Cidade: 6603, ID do UF: 23, UF: CE, Populacao: 22018
11 lacos para encontrar - Nome da Cidade: Jaguaretama, ID da Cidade: 6702, ID do UF: 23, UF: CE, Populacao: 18133
8 lacos para encontrar - Nome da Cidade: Jaguaribara, ID da Cidade: 6801, ID do UF: 23, UF: CE, Populacao: 1158
7 lacos para encontrar - Nome da Cidade: Jaguaribe, ID da Cidade: 6900, ID do UF: 23, UF: CE, Populacao: 34592
12 lacos para encontrar - Nome da Cidade: Jaguaruana, ID da Cidade: 7007, ID do UF: 23, UF: CE, Populacao: 3396
11 lacos para encontrar - Nome da Cidade: Jardim, ID da Cidade: 7106, ID do UF: 23, UF: CE, Populacao: 27187
11 lacos para encontrar - Nome da Cidade: Jati, ID da Cidade: 7205, ID do UF: 23, UF: CE, Populacao: 815
12 lacos para encontrar - Nome da Cidade: Jijoca de Jericoacoara, ID da Cidade: 7254, ID do UF: 23, UF: CE, Populacao: 20351
9 lacos para encontrar - Nome da Cidade: Juazeiro do Norte, ID da Cidade: 7304, ID do UF: 23, UF: CE, Populacao: 278264
9 lacos para encontrar - Nome da Cidade: Jucás, ID da Cidade: 7403, ID do UF: 23, UF: CE, Populacao: 24949
12 lacos para encontrar - Nome da Cidade: Lavras da Mangabeira, ID da Cidade: 7502, ID do UF: 23, UF: CE, Populacao: 31476
11 lacos para encontrar - Nome da Cidade: Limoeiro do Norte, ID da Cidade: 7601, ID do UF: 23, UF: CE, Populacao: 60232
12 lacos para encontrar - Nome da Cidade: Madalena, ID da Cidade: 7635, ID do UF: 23, UF: CE, Populacao: 20031
11 lacos para encontrar - Nome da Cidade: Maracanaú, ID da Cidade: 7650, ID do UF: 23, UF: CE, Populacao: 230986
12 lacos para encontrar - Nome da Cidade: Maranguape, ID da Cidade: 7700, ID do UF: 23, UF: CE, Populacao: 131677
11 lacos para encontrar - Nome da Cidade: Marco, ID da Cidade: 7809, ID do UF: 23, UF: CE, Populacao: 27822
12 lacos para encontrar - Nome da Cidade: Martinópole, ID da Cidade: 7908, ID do UF: 23, UF: CE, Populacao: 11407
12 lacos para encontrar - Nome da Cidade: Massapê, ID da Cidade: 8005, ID do UF: 23, UF: CE, Populacao: 39341
10 lacos para encontrar - Nome da Cidade: Mauriti, ID da Cidade: 8104, ID do UF: 23, UF: CE, Populacao: 4837
11 lacos para encontrar - Nome da Cidade: Meruoca, ID da Cidade: 8203, ID do UF: 23, UF: CE, Populacao: 15309
7 lacos para encontrar - Nome da Cidade: Milagres, ID da Cidade: 8302, ID do UF: 23, UF: CE, Populacao: 27413
10 lacos para encontrar - Nome da Cidade: Milhã, ID da Cidade: 8351, ID do UF: 23, UF: CE, Populacao: 13129
11 lacos para encontrar - Nome da Cidade: Miraíma, ID da Cidade: 8377, ID do UF: 23, UF: CE, Populacao: 13965
8 lacos para encontrar - Nome da Cidade: Missão Velha, ID da Cidade: 8401, ID do UF: 23, UF: CE, Populacao: 35566
4 lacos para encontrar - Nome da Cidade: Mombaça, ID da Cidade: 8500, ID do UF: 23, UF: CE, Populacao: 43917
9 lacos para encontrar - Nome da Cidade: Monsenhor Tabosa, ID da Cidade: 8609, ID do UF: 23, UF: CE, Populacao: 17264
10 lacos para encontrar - Nome da Cidade: Morada Nova, ID da Cidade: 8708, ID do UF: 23, UF: CE, Populacao: 6159
12 lacos para encontrar - Nome da Cidade: Moraújo, ID da Cidade: 8807, ID do UF: 23, UF: CE, Populacao: 8833
11 lacos para encontrar - Nome da Cidade: Morrinhos, ID da Cidade: 8906, ID do UF: 23, UF: CE, Populacao: 2283
10 lacos para encontrar - Nome da Cidade: Mucambo, ID da Cidade: 9003, ID do UF: 23, UF: CE, Populacao: 14561
11 lacos para encontrar - Nome da Cidade: Mulungu, ID da Cidade: 9102, ID do UF: 23, UF: CE, Populacao: 11056
7 lacos para encontrar - Nome da Cidade: Nova Olinda, ID da Cidade: 9201, ID do UF: 23, UF: CE, Populacao: 15798
11 lacos para encontrar - Nome da Cidade: Nova Russas, ID da Cidade: 9300, ID do UF: 23, UF: CE, Populacao: 32487
11 lacos para encontrar - Nome da Cidade: Novo Oriente, ID da Cidade: 9409, ID do UF: 23, UF: CE, Populacao: 28737
10 lacos para encontrar - Nome da Cidade: Ocara, ID da Cidade: 9458, ID do UF: 23, UF: CE, Populacao: 25958
12 lacos para encontrar - Nome da Cidade: Orós, ID da Cidade: 9508, ID do UF: 23, UF: CE, Populacao: 21342
7 lacos para encontrar - Nome da Cidade: Pacajus, ID da Cidade: 9607, ID do UF: 23, UF: CE, Populacao: 74145
11 lacos para encontrar - Nome da Cidade: Pacatuba, ID da Cidade: 9706, ID do UF: 23, UF: CE, Populacao: 85647
12 lacos para encontrar - Nome da Cidade: Pacoti, ID da Cidade: 9805, ID do UF: 23, UF: CE, Populacao: 12313
6 lacos para encontrar - Nome da Cidade: Pacujá, ID da Cidade: 9904, ID do UF: 23, UF: CE, Populacao: 6565
10 lacos para encontrar - Nome da Cidade: Palhano, ID da Cidade: 10001, ID do UF: 23, UF: CE, Populacao: 9458
11 lacos para encontrar - Nome da Cidade: Palmácia, ID da Cidade: 10100, ID do UF: 23, UF: CE, Populacao: 13553
12 lacos para encontrar - Nome da Cidade: Paracuru, ID da Cidade: 10209, ID do UF: 23, UF: CE, Populacao: 35526
13 lacos para encontrar - Nome da Cidade: Paraipaba, ID da Cidade: 10258, ID do UF: 23, UF: CE, Populacao: 33232
11 lacos para encontrar - Nome da Cidade: Parambu, ID da Cidade: 10308, ID do UF: 23, UF: CE, Populacao: 31391
11 lacos para encontrar - Nome da Cidade: Paramoti, ID da Cidade: 10407, ID do UF: 23, UF: CE, Populacao: 12276
8 lacos para encontrar - Nome da Cidade: Pedra Branca, ID da Cidade: 10506, ID do UF: 23, UF: CE, Populacao: 43359
10 lacos para encontrar - Nome da Cidade: Penaforte, ID da Cidade: 10605, ID do UF: 23, UF: CE, Populacao: 9207
11 lacos para encontrar - Nome da Cidade: Pentecoste, ID da Cidade: 10704, ID do UF: 23, UF: CE, Populacao: 38045
11 lacos para encontrar - Nome da Cidade: Pereiro, ID da Cidade: 10803, ID do UF: 23, UF: CE, Populacao: 16356
11 lacos para encontrar - Nome da Cidade: Pindoretama, ID da Cidade: 10852, ID do UF: 23, UF: CE, Populacao: 20964
10 lacos para encontrar - Nome da Cidade: Piquet Carneiro, ID da Cidade: 10902, ID do UF: 23, UF: CE, Populacao: 1721
12 lacos para encontrar - Nome da Cidade: Pires Ferreira, ID da Cidade: 10951, ID do UF: 23, UF: CE, Populacao: 11052
9 lacos para encontrar - Nome da Cidade: Poranga, ID da Cidade: 11009, ID do UF: 23, UF: CE, Populacao: 12358
12 lacos para encontrar - Nome da Cidade: Porteiras, ID da Cidade: 11108, ID do UF: 23, UF: CE, Populacao: 1492
8 lacos para encontrar - Nome da Cidade: Potengi, ID da Cidade: 11207, ID do UF: 23, UF: CE, Populacao: 11165
12 lacos para encontrar - Nome da Cidade: Potiretama, ID da Cidade: 11231, ID do UF: 23, UF: CE, Populacao: 6455
13 lacos para encontrar - Nome da Cidade: Quiterianópolis, ID da Cidade: 11264, ID do UF: 23, UF: CE, Populacao: 21246
11 lacos para encontrar - Nome da Cidade: Quixadá, ID da Cidade: 11306, ID do UF: 23, UF: CE, Populacao: 88899
11 lacos para encontrar - Nome da Cidade: Quixelô, ID da Cidade: 11355, ID do UF: 23, UF: CE, Populacao: 16116
9 lacos para encontrar - Nome da Cidade: Quixeramobim, ID da Cidade: 11405, ID do UF: 23, UF: CE, Populacao: 82455
12 lacos para encontrar - Nome da Cidade: Quixeré, ID da Cidade: 11504, ID do UF: 23, UF: CE, Populacao: 22432
7 lacos para encontrar - Nome da Cidade: Redenção, ID da Cidade: 11603, ID do UF: 23, UF: CE, Populacao: 29238
12 lacos para encontrar - Nome da Cidade: Reriutaba, ID da Cidade: 11702, ID do UF: 23, UF: CE, Populacao: 18279
10 lacos para encontrar - Nome da Cidade: Russas, ID da Cidade: 11801, ID do UF: 23, UF: CE, Populacao: 7955
9 lacos para encontrar - Nome da Cidade: Saboeiro, ID da Cidade: 11900, ID do UF: 23, UF: CE, Populacao: 15757
12 lacos para encontrar - Nome da Cidade: Salitre, ID da Cidade: 11959, ID do UF: 23, UF: CE, Populacao: 16714
